Age,Salary,Experience,Credit_Score,Existing_Loans,EMI_Burden,Loan_Amount,Job_Type,City,Education,Marital_Status,Loan_Purpose,Loan_Approved
35,78541,14,845,3,19,673908,Private Job,Mumbai,Graduate,Single,Personal Loan,1
56,42417,37,653,1,25,345346,Self Employed,Jaipur,High School,Single,Car Loan,1
48,32417,25,716,0,87,1488169,Private Job,Delhi,Graduate,Married,Home Loan,0
35,52339,16,420,0,33,657045,Private Job,Mumbai,Graduate,Married,Car Loan,1
31,59620,12,465,2,74,560376,Private Job,Indore,Graduate,Married,Personal Loan,0
51,19827,31,610,4,51,1473085,Self Employed,Indore,Graduate,Married,Home Loan,0
24,75601,4,888,2,15,449971,Government Job,Jaipur,Post Graduate,Divorced,Car Loan,1
55,85191,31,500,0,81,1180335,Private Job,Bhopal,High School,Single,Home Loan,0
54,22520,34,310,0,77,128155,Government Job,Delhi,Post Graduate,Divorced,Car Loan,0
47,86967,26,455,2,47,303694,Private Job,Delhi,Graduate,Single,Personal Loan,1
30,24991,6,403,1,76,430088,Private Job,Delhi,Graduate,Married,Car Loan,0
50,38135,26,356,0,71,1391536,Government Job,Bhopal,Graduate,Single,Home Loan,0
40,60812,19,787,0,45,1260751,Government Job,Jaipur,Graduate,Divorced,Car Loan,1
49,62905,26,810,3,76,606014,Private Job,Indore,High School,Divorced,Education Loan,0
49,100626,31,313,1,85,249173,Government Job,Jaipur,Graduate,Married,Education Loan,0
43,79016,22,844,0,55,863036,Private Job,Mumbai,Post Graduate,Single,Home Loan,1
41,68294,23,345,2,11,1129963,Private Job,Jaipur,Graduate,Single,Education Loan,1
63,39868,40,827,0,50,97634,Government Job,Bhopal,Graduate,Married,Personal Loan,1
30,45021,8,538,1,16,301205,Government Job,Jaipur,High School,Single,Home Loan,1
61,31167,38,531,0,48,537870,Government Job,Bhopal,Graduate,Single,Education Loan,1
32,45646,9,757,2,83,317974,Private Job,Jaipur,Post Graduate,Single,Home Loan,1
50,111765,26,848,0,23,412242,Private Job,Jaipur,Post Graduate,Married,Personal Loan,1
53,56642,33,523,0,67,1351895,Private Job,Jaipur,Graduate,Divorced,Car Loan,1
38,65463,19,713,1,39,693339,Government Job,Bhopal,High School,Married,Car Loan,1
34,46789,11,669,1,21,1321342,Private Job,Indore,Post Graduate,Married,Personal Loan,1
42,31911,22,529,3,63,68136,Government Job,Jaipur,High School,Single,Car Loan,0
41,64423,23,329,0,48,1054107,Private Job,Mumbai,Graduate,Married,Car Loan,1
21,64480,0,535,0,62,956678,Self Employed,Delhi,Graduate,Divorced,Personal Loan,0
63,94818,39,888,0,81,1191247,Government Job,Bhopal,High School,Single,Home Loan,1
35,45313,14,540,4,60,746849,Government Job,Mumbai,Post Graduate,Married,Home Loan,0
56,46810,38,674,1,83,1298075,Government Job,Delhi,Graduate,Married,Education Loan,1
42,36748,18,854,2,18,647378,Private Job,Bhopal,Post Graduate,Married,Car Loan,1
52,66612,30,569,0,30,1103244,Self Employed,Delhi,Post Graduate,Single,Home Loan,1
53,92148,33,417,1,69,1241274,Private Job,Mumbai,Graduate,Married,Personal Loan,0
61,91002,40,329,4,78,950300,Government Job,Delhi,Graduate,Single,Education Loan,0
59,111424,37,735,1,77,1311138,Government Job,Jaipur,Graduate,Married,Car Loan,1
43,21983,23,856,2,14,1246426,Self Employed,Indore,High School,Married,Education Loan,1
63,69962,40,863,2,49,1020884,Private Job,Mumbai,Graduate,Single,Home Loan,1
22,73431,1,485,0,49,361696,Government Job,Mumbai,Graduate,Married,Education Loan,1
22,15715,3,850,1,34,1091548,Private Job,Jaipur,Graduate,Married,Personal Loan,1
58,88787,39,839,2,22,1161475,Government Job,Jaipur,Graduate,Married,Personal Loan,1
49,10000,28,566,1,59,395522,Private Job,Delhi,Graduate,Single,Personal Loan,0
23,52735,0,505,0,40,687723,Private Job,Jaipur,High School,Single,Personal Loan,0
59,10471,36,650,0,73,602953,Government Job,Delhi,Post Graduate,Married,Home Loan,0
27,150569,8,897,1,36,638724,Government Job,Indore,High School,Single,Home Loan,1
56,56562,38,826,0,22,1275186,Government Job,Indore,Graduate,Single,Personal Loan,1
49,88495,25,488,0,83,1306924,Private Job,Mumbai,Graduate,Married,Home Loan,0
57,60798,36,430,1,21,1030227,Self Employed,Mumbai,High School,Married,Car Loan,0
56,38775,35,432,0,89,100994,Self Employed,Bhopal,Graduate,Married,Car Loan,0
43,93215,24,799,1,88,439913,Private Job,Jaipur,High School,Single,Education Loan,1
36,58998,17,637,1,48,1072535,Government Job,Bhopal,Graduate,Married,Car Loan,1
51,24518,27,813,0,79,964997,Government Job,Bhopal,Graduate,Divorced,Education Loan,0
54,41009,33,510,1,33,1011859,Self Employed,Mumbai,Graduate,Single,Personal Loan,1
21,29893,3,316,1,63,1176999,Private Job,Bhopal,High School,Divorced,Home Loan,0
38,57321,16,740,0,18,563180,Private Job,Delhi,Graduate,Married,Personal Loan,1
60,51572,36,413,0,53,742938,Government Job,Jaipur,Post Graduate,Single,Personal Loan,1
63,53784,39,600,2,31,143550,Government Job,Delhi,Post Graduate,Single,Personal Loan,1
35,74292,17,574,2,72,1169638,Government Job,Bhopal,High School,Married,Home Loan,0
37,140471,19,366,4,67,796920,Government Job,Indore,Post Graduate,Married,Home Loan,0
64,62216,40,730,1,21,413225,Government Job,Bhopal,Post Graduate,Married,Education Loan,1
30,35554,12,448,0,20,1482378,Government Job,Bhopal,High School,Single,Home Loan,0
40,127960,22,654,1,63,702903,Private Job,Delhi,High School,Married,Car Loan,1
26,104308,5,814,2,62,1205985,Government Job,Indore,High School,Divorced,Personal Loan,1
28,76513,6,571,2,77,609118,Private Job,Mumbai,Post Graduate,Single,Home Loan,0
54,64118,32,600,0,76,1353812,Government Job,Bhopal,Graduate,Married,Personal Loan,0
52,71857,29,890,0,45,331128,Private Job,Bhopal,Post Graduate,Married,Education Loan,1
62,10000,40,400,4,57,1400337,Government Job,Jaipur,Graduate,Single,Education Loan,0
24,12088,4,713,0,73,1075580,Government Job,Bhopal,Post Graduate,Married,Education Loan,1
64,86219,40,616,0,11,823352,Private Job,Jaipur,Graduate,Divorced,Home Loan,1
59,103313,40,799,1,45,120661,Self Employed,Delhi,Graduate,Married,Personal Loan,1
40,10000,18,629,0,61,630194,Self Employed,Bhopal,Graduate,Single,Home Loan,0
44,33702,21,746,0,10,1143098,Self Employed,Jaipur,Graduate,Married,Personal Loan,1
44,40064,25,648,1,79,1231991,Private Job,Indore,Graduate,Single,Personal Loan,0
46,31873,23,743,0,49,1462004,Private Job,Mumbai,Graduate,Married,Personal Loan,1
45,69129,26,849,3,46,150815,Private Job,Indore,High School,Divorced,Home Loan,0
56,82347,37,398,1,18,783366,Private Job,Bhopal,Graduate,Married,Education Loan,0
27,29428,5,727,1,27,53669,Private Job,Delhi,Graduate,Single,Car Loan,1
30,17392,8,555,1,74,212035,Private Job,Delhi,High School,Married,Home Loan,0
32,24744,11,405,0,57,1318509,Government Job,Mumbai,High School,Married,Car Loan,0
21,46391,0,346,4,18,649954,Government Job,Mumbai,Graduate,Single,Education Loan,0
45,107651,24,564,1,83,1093901,Government Job,Mumbai,Post Graduate,Single,Home Loan,0
36,62003,17,453,3,39,1428596,Private Job,Bhopal,Graduate,Single,Education Loan,0
25,117867,4,764,2,89,873975,Government Job,Jaipur,Post Graduate,Married,Personal Loan,1
39,83771,19,469,3,24,1482961,Private Job,Mumbai,Graduate,Single,Personal Loan,0
24,41226,3,553,2,73,510940,Government Job,Delhi,Post Graduate,Married,Car Loan,0
26,64059,7,569,0,61,1166257,Private Job,Jaipur,Post Graduate,Divorced,Education Loan,1
46,44251,22,876,1,60,1051490,Private Job,Delhi,High School,Single,Personal Loan,1
59,27173,40,744,0,17,737937,Self Employed,Indore,Graduate,Married,Home Loan,1
59,50775,39,373,4,65,1487813,Self Employed,Mumbai,High School,Single,Personal Loan,0
29,83730,7,657,1,76,724973,Private Job,Jaipur,Graduate,Single,Personal Loan,1
34,42697,14,482,1,31,66746,Private Job,Delhi,Graduate,Married,Home Loan,0
29,52867,5,779,4,11,480016,Private Job,Indore,Graduate,Married,Personal Loan,1
35,42270,17,791,2,10,1032912,Self Employed,Mumbai,Post Graduate,Married,Car Loan,1
57,100541,39,520,1,58,1056110,Government Job,Jaipur,Post Graduate,Single,Education Loan,1
40,54610,17,414,2,46,528727,Self Employed,Jaipur,Graduate,Married,Personal Loan,1
28,50390,9,859,4,26,117059,Government Job,Indore,Graduate,Single,Personal Loan,1
52,51100,29,464,0,75,1206868,Government Job,Indore,Graduate,Divorced,Car Loan,0
41,69824,17,735,2,73,1384965,Private Job,Delhi,Graduate,Married,Education Loan,1
61,62618,40,555,0,10,517846,Private Job,Indore,High School,Married,Home Loan,1
39,88876,17,535,2,38,790989,Private Job,Mumbai,Post Graduate,Single,Education Loan,1
49,48501,29,658,3,11,231060,Private Job,Delhi,High School,Married,Home Loan,0
51,113213,31,786,1,66,1467072,Self Employed,Indore,Graduate,Single,Home Loan,1
26,38272,6,468,1,54,349301,Government Job,Mumbai,Graduate,Single,Car Loan,0
24,63652,1,749,0,28,125025,Self Employed,Indore,Graduate,Divorced,Personal Loan,1
63,74092,40,790,0,48,349593,Government Job,Indore,High School,Single,Car Loan,1
49,59416,29,347,0,88,315682,Government Job,Mumbai,High School,Married,Home Loan,0
62,60431,40,421,2,11,642585,Government Job,Bhopal,High School,Married,Car Loan,1
23,33591,0,577,0,76,1027570,Self Employed,Mumbai,Post Graduate,Married,Car Loan,0
21,80178,0,877,2,78,242175,Private Job,Indore,Graduate,Married,Education Loan,0
64,64781,40,697,0,41,1401583,Private Job,Delhi,High School,Single,Home Loan,1
35,60827,15,498,0,65,1012871,Government Job,Jaipur,Graduate,Married,Education Loan,0
41,10000,21,857,3,47,1006596,Private Job,Mumbai,Post Graduate,Married,Education Loan,0
51,76982,30,620,0,29,787569,Private Job,Bhopal,Graduate,Single,Education Loan,1
27,78792,4,584,0,15,384371,Government Job,Mumbai,Graduate,Single,Car Loan,1
37,10000,18,622,0,46,115663,Private Job,Jaipur,High School,Married,Home Loan,0
39,79191,19,399,3,75,572836,Government Job,Jaipur,Graduate,Married,Personal Loan,0
59,53083,36,836,4,61,1422476,Private Job,Indore,High School,Married,Car Loan,0
23,10169,4,379,2,58,414628,Government Job,Jaipur,Graduate,Single,Education Loan,0
50,30992,28,438,0,38,1299427,Government Job,Jaipur,High School,Married,Home Loan,0
55,22907,35,390,1,87,1233815,Private Job,Delhi,Post Graduate,Married,Education Loan,0
49,34517,28,596,1,10,117026,Self Employed,Indore,Graduate,Single,Personal Loan,0
34,76102,13,403,0,29,447430,Government Job,Mumbai,Graduate,Single,Car Loan,1
55,77636,33,806,2,34,131156,Government Job,Jaipur,Graduate,Married,Education Loan,1
48,77341,25,396,2,74,351441,Private Job,Bhopal,Graduate,Married,Education Loan,0
50,52296,27,356,0,88,1025232,Private Job,Delhi,High School,Single,Education Loan,0
46,138850,25,513,2,26,714654,Private Job,Bhopal,High School,Married,Car Loan,1
27,10000,9,470,1,10,319537,Self Employed,Jaipur,Graduate,Single,Car Loan,0
59,29772,40,842,0,56,113347,Government Job,Delhi,Post Graduate,Single,Car Loan,1
51,67594,33,708,2,38,1491676,Government Job,Mumbai,High School,Single,Car Loan,1
25,39898,2,389,0,23,1463530,Private Job,Mumbai,Post Graduate,Married,Home Loan,0
55,51734,35,490,2,88,665336,Self Employed,Mumbai,Graduate,Single,Education Loan,0
34,61319,16,388,4,32,1350596,Private Job,Indore,High School,Divorced,Home Loan,0
56,51137,33,716,0,47,1422409,Self Employed,Mumbai,High School,Single,Personal Loan,1
47,18621,24,447,0,66,870957,Self Employed,Bhopal,Graduate,Married,Home Loan,0
44,84829,25,437,1,34,1158883,Self Employed,Jaipur,High School,Married,Education Loan,1
60,85026,37,327,3,85,680278,Private Job,Indore,Graduate,Married,Home Loan,0
49,107328,27,408,3,32,364920,Self Employed,Mumbai,High School,Married,Education Loan,0
42,10000,20,573,1,45,414763,Government Job,Mumbai,Graduate,Married,Home Loan,1
28,83083,4,579,0,59,1409461,Private Job,Indore,Graduate,Single,Personal Loan,1
35,34102,13,856,0,27,975465,Self Employed,Indore,Graduate,Single,Home Loan,1
25,56323,3,807,2,27,527953,Government Job,Indore,High School,Single,Education Loan,1
24,40444,0,862,2,64,1065203,Private Job,Mumbai,Graduate,Single,Home Loan,0
31,31272,11,375,0,72,693692,Private Job,Bhopal,Graduate,Single,Car Loan,0
38,78651,17,368,1,88,97825,Private Job,Delhi,Post Graduate,Single,Car Loan,0
62,110390,39,570,0,81,811166,Private Job,Mumbai,Graduate,Married,Home Loan,0
50,119184,26,372,2,79,615783,Government Job,Delhi,High School,Single,Education Loan,0
35,91070,13,354,1,27,463016,Government Job,Indore,High School,Married,Personal Loan,1
26,26551,3,657,0,69,1187735,Private Job,Jaipur,Post Graduate,Married,Home Loan,1
36,56102,13,584,1,46,150499,Government Job,Mumbai,Graduate,Married,Car Loan,1
60,58367,40,593,1,14,972450,Private Job,Mumbai,Graduate,Single,Education Loan,1
29,75980,11,343,0,69,1092624,Private Job,Bhopal,Graduate,Married,Car Loan,0
63,82044,40,833,3,37,1239839,Private Job,Mumbai,Post Graduate,Divorced,Home Loan,1
54,46087,35,478,0,10,577542,Government Job,Mumbai,High School,Married,Car Loan,0
47,97529,28,638,0,83,474292,Government Job,Bhopal,High School,Married,Car Loan,0
33,130600,11,636,0,33,868122,Government Job,Jaipur,High School,Single,Car Loan,1
56,70745,33,321,1,73,1215798,Private Job,Bhopal,High School,Divorced,Education Loan,0
47,43030,24,813,0,77,1288096,Private Job,Bhopal,Graduate,Married,Personal Loan,0
29,92236,11,442,2,33,515675,Private Job,Bhopal,Post Graduate,Married,Education Loan,0
25,93389,4,650,4,63,1089547,Private Job,Delhi,Graduate,Single,Personal Loan,0
42,80865,18,886,2,88,1199649,Government Job,Mumbai,High School,Single,Home Loan,1
51,59895,32,367,0,70,779298,Government Job,Jaipur,High School,Married,Home Loan,0
23,102164,1,541,4,80,661892,Government Job,Delhi,High School,Single,Personal Loan,0
50,31148,28,408,2,42,154757,Private Job,Indore,Graduate,Married,Education Loan,0
41,58056,20,407,2,15,1024626,Self Employed,Delhi,Graduate,Married,Education Loan,1
55,117125,37,627,1,57,1374727,Private Job,Jaipur,Graduate,Married,Personal Loan,1
26,59356,7,395,0,52,301736,Private Job,Bhopal,Graduate,Single,Personal Loan,0
48,60819,25,813,1,42,711470,Private Job,Indore,Graduate,Married,Home Loan,1
52,66585,28,309,0,31,851606,Self Employed,Delhi,Graduate,Single,Personal Loan,1
62,32705,40,580,2,37,1183524,Private Job,Jaipur,Graduate,Single,Education Loan,1
57,25684,39,772,0,64,500490,Private Job,Mumbai,Graduate,Single,Personal Loan,1
45,43933,27,318,1,21,432010,Private Job,Indore,High School,Single,Car Loan,0
52,54477,30,446,2,62,1385782,Government Job,Mumbai,Graduate,Single,Home Loan,0
55,95245,37,833,4,73,1156254,Private Job,Bhopal,Graduate,Single,Personal Loan,0
42,67876,22,741,4,52,754851,Government Job,Jaipur,Graduate,Single,Home Loan,1
44,105543,23,383,3,47,989226,Government Job,Mumbai,Graduate,Single,Education Loan,0
59,76104,38,812,1,67,1143819,Government Job,Delhi,Graduate,Single,Education Loan,1
50,85964,26,548,1,21,258750,Government Job,Delhi,High School,Married,Home Loan,1
52,78966,34,412,0,89,62904,Government Job,Bhopal,Post Graduate,Divorced,Personal Loan,0
51,107669,30,808,1,56,1356528,Private Job,Mumbai,High School,Married,Home Loan,1
43,61777,21,698,2,66,1009376,Self Employed,Bhopal,Graduate,Married,Home Loan,1
60,62786,40,374,0,49,1241208,Private Job,Mumbai,Graduate,Married,Education Loan,1
53,28135,34,615,0,13,1170414,Private Job,Indore,Graduate,Married,Education Loan,0
45,86783,24,673,1,66,193803,Government Job,Jaipur,Graduate,Married,Home Loan,1
56,45303,38,356,1,79,951378,Private Job,Delhi,High School,Married,Home Loan,0
44,81857,21,834,1,72,730687,Self Employed,Jaipur,Graduate,Married,Personal Loan,1
51,65772,30,745,1,12,1065285,Private Job,Jaipur,High School,Married,Home Loan,1
59,25545,35,846,2,11,333632,Private Job,Bhopal,High School,Single,Car Loan,1
33,62902,10,364,3,32,252710,Private Job,Delhi,Post Graduate,Married,Education Loan,0
30,47157,7,354,0,29,580572,Government Job,Indore,Graduate,Single,Education Loan,1
43,17126,23,776,1,22,552644,Self Employed,Mumbai,High School,Married,Car Loan,1
38,70066,14,461,2,79,1075442,Government Job,Mumbai,Graduate,Married,Car Loan,0
52,111398,30,861,0,38,154954,Private Job,Mumbai,High School,Married,Education Loan,1
53,30750,29,592,1,29,1354081,Private Job,Indore,Graduate,Married,Car Loan,1
56,10000,35,565,1,64,381172,Private Job,Bhopal,High School,Married,Personal Loan,0
48,121163,25,599,0,47,317653,Private Job,Bhopal,Graduate,Married,Education Loan,1
36,11736,13,769,1,32,539032,Self Employed,Jaipur,High School,Single,Car Loan,1
36,112999,12,851,0,43,1414264,Self Employed,Bhopal,Graduate,Single,Home Loan,1
38,99614,16,747,1,31,272468,Government Job,Jaipur,Post Graduate,Married,Car Loan,1
28,62498,5,759,1,81,748413,Government Job,Indore,Post Graduate,Single,Education Loan,1
62,40746,39,536,0,36,522158,Self Employed,Jaipur,Post Graduate,Married,Car Loan,0
36,94270,18,887,0,14,1376902,Government Job,Mumbai,High School,Married,Education Loan,1
31,64881,13,491,2,56,816108,Private Job,Mumbai,Post Graduate,Single,Personal Loan,0
26,115275,4,333,1,65,853391,Government Job,Jaipur,Graduate,Divorced,Personal Loan,0
21,76186,0,335,0,20,1451448,Private Job,Mumbai,High School,Married,Home Loan,0
32,113190,14,666,0,88,1415531,Self Employed,Delhi,High School,Married,Car Loan,1
58,84170,34,846,3,15,310974,Private Job,Mumbai,Post Graduate,Single,Education Loan,1
48,99746,28,496,2,58,325460,Private Job,Indore,Graduate,Single,Car Loan,0
37,70936,17,888,2,61,766326,Private Job,Indore,High School,Married,Home Loan,1
21,58314,0,810,3,72,162238,Self Employed,Bhopal,High School,Married,Home Loan,0
52,47468,32,625,0,66,65635,Private Job,Indore,High School,Single,Home Loan,0
28,32671,6,573,1,31,929371,Private Job,Delhi,High School,Married,Car Loan,0
60,56613,39,462,3,30,259972,Self Employed,Mumbai,High School,Married,Personal Loan,0
63,29944,40,781,1,56,546699,Self Employed,Bhopal,Graduate,Married,Car Loan,1
44,47752,26,638,0,65,262693,Private Job,Mumbai,Post Graduate,Married,Home Loan,0
30,67001,12,412,3,74,800479,Government Job,Bhopal,Graduate,Divorced,Personal Loan,0
59,75869,38,489,1,70,268645,Private Job,Jaipur,Post Graduate,Married,Personal Loan,0
59,101112,38,739,0,12,777626,Private Job,Indore,Graduate,Single,Personal Loan,1
30,67620,6,727,0,53,593785,Government Job,Jaipur,High School,Married,Personal Loan,1
56,74552,33,865,1,50,1159967,Private Job,Jaipur,High School,Married,Education Loan,1
45,53688,22,849,2,47,1339675,Self Employed,Jaipur,Graduate,Single,Car Loan,1
30,60228,9,754,0,61,1027746,Self Employed,Indore,Post Graduate,Single,Education Loan,1
39,62304,15,674,2,49,1290459,Private Job,Delhi,Graduate,Married,Education Loan,1
35,123080,17,737,1,33,1463949,Government Job,Bhopal,Graduate,Single,Car Loan,1
36,72698,14,542,2,10,1070556,Private Job,Jaipur,Graduate,Married,Home Loan,1
22,24264,2,348,0,41,1369294,Private Job,Mumbai,Graduate,Divorced,Education Loan,0
49,66981,31,691,3,28,426697,Government Job,Indore,Graduate,Single,Home Loan,1
24,34581,5,453,2,53,1274612,Private Job,Indore,High School,Married,Home Loan,0
49,40489,27,331,3,23,1230082,Government Job,Mumbai,Graduate,Single,Education Loan,0
51,61554,28,888,0,73,1092654,Private Job,Indore,Post Graduate,Married,Personal Loan,1
37,73353,16,705,0,43,1384787,Private Job,Delhi,Graduate,Married,Education Loan,1
30,71485,11,429,1,47,1423011,Government Job,Delhi,High School,Single,Car Loan,1
47,39836,24,845,1,52,1333394,Government Job,Indore,Graduate,Married,Car Loan,1
61,13955,38,527,1,51,491593,Government Job,Mumbai,Graduate,Single,Car Loan,1
35,56118,12,896,1,21,942963,Government Job,Delhi,Graduate,Married,Personal Loan,1
64,58059,40,513,0,51,862318,Private Job,Mumbai,High School,Married,Personal Loan,1
51,57346,31,735,0,25,409174,Private Job,Indore,High School,Married,Car Loan,1
41,66395,23,778,3,54,947850,Government Job,Delhi,High School,Married,Education Loan,1
61,47214,38,568,2,18,163988,Private Job,Indore,Graduate,Single,Personal Loan,0
46,87421,24,794,1,44,1332266,Private Job,Mumbai,Graduate,Single,Car Loan,1
58,80157,39,534,1,30,1404521,Private Job,Bhopal,High School,Single,Personal Loan,1
56,84684,35,837,1,82,1130931,Private Job,Mumbai,Graduate,Single,Education Loan,1
37,104009,14,435,0,14,57561,Private Job,Bhopal,Graduate,Married,Personal Loan,0
23,74247,2,686,0,86,470902,Private Job,Indore,Graduate,Single,Home Loan,0
34,61609,11,658,1,25,1317356,Private Job,Jaipur,Post Graduate,Single,Car Loan,1
33,56995,9,899,2,28,530940,Self Employed,Jaipur,Graduate,Single,Home Loan,1
61,81096,37,895,1,50,1362767,Private Job,Mumbai,Post Graduate,Married,Home Loan,1
47,62307,28,831,0,37,730574,Self Employed,Bhopal,Graduate,Married,Home Loan,1
21,10000,3,662,0,48,56695,Private Job,Jaipur,Graduate,Married,Car Loan,1
37,42166,18,572,2,34,1306985,Private Job,Delhi,High School,Single,Home Loan,1
54,104310,32,316,1,51,903469,Self Employed,Mumbai,Graduate,Divorced,Car Loan,0
34,10000,13,754,2,85,1490987,Private Job,Indore,Graduate,Single,Personal Loan,0
37,70312,16,807,2,53,1402355,Self Employed,Delhi,Graduate,Married,Home Loan,1
23,76438,0,699,2,30,468188,Private Job,Delhi,Graduate,Single,Personal Loan,1
54,57401,30,526,0,58,1482295,Government Job,Jaipur,Graduate,Married,Education Loan,1
60,39790,40,699,0,37,378066,Government Job,Mumbai,Graduate,Single,Home Loan,1
45,28196,27,507,3,61,499076,Government Job,Indore,Graduate,Married,Personal Loan,0
22,65689,0,588,1,33,936490,Self Employed,Delhi,Graduate,Married,Home Loan,1
54,50683,36,689,1,25,1183770,Self Employed,Bhopal,Post Graduate,Single,Home Loan,1
46,106281,26,760,3,82,388325,Private Job,Mumbai,High School,Married,Home Loan,0
51,74350,31,583,1,13,1353857,Private Job,Bhopal,Graduate,Married,Education Loan,1
29,48157,10,765,1,86,777020,Government Job,Bhopal,Graduate,Single,Education Loan,0
50,68926,31,862,0,62,883501,Self Employed,Mumbai,Graduate,Single,Car Loan,1
40,39697,16,571,1,13,970313,Self Employed,Jaipur,High School,Married,Car Loan,0
41,54483,20,380,3,55,645941,Self Employed,Mumbai,High School,Married,Personal Loan,0
49,10000,28,527,0,83,463535,Private Job,Jaipur,Graduate,Single,Personal Loan,0
45,49248,22,774,0,26,979182,Self Employed,Bhopal,Post Graduate,Married,Education Loan,1
58,76348,39,334,3,67,557745,Government Job,Bhopal,Graduate,Single,Personal Loan,0
64,54944,40,711,4,25,1299501,Government Job,Mumbai,Post Graduate,Single,Personal Loan,1
45,86783,22,366,1,10,157281,Private Job,Bhopal,Graduate,Divorced,Home Loan,1
29,97978,9,471,0,60,1282683,Private Job,Jaipur,High School,Single,Personal Loan,0
59,81535,35,754,3,55,1220081,Private Job,Bhopal,Graduate,Married,Car Loan,0
64,119715,40,690,0,45,859499,Self Employed,Mumbai,High School,Single,Home Loan,1
46,91055,23,552,1,78,845481,Private Job,Delhi,Graduate,Married,Car Loan,0
57,61054,36,605,1,52,679852,Government Job,Jaipur,Graduate,Married,Home Loan,1
36,53909,13,732,0,61,655176,Government Job,Bhopal,Post Graduate,Married,Personal Loan,1
57,47761,36,304,1,63,103513,Private Job,Indore,Graduate,Married,Education Loan,0
32,38729,12,423,0,63,1103625,Government Job,Mumbai,High School,Married,Car Loan,0
44,69947,24,572,2,71,844020,Private Job,Mumbai,Post Graduate,Married,Car Loan,0
46,49044,23,442,3,33,499674,Private Job,Jaipur,Graduate,Divorced,Education Loan,0
40,19759,22,824,0,56,1267742,Self Employed,Delhi,High School,Married,Home Loan,0
29,83941,5,515,0,53,624412,Government Job,Indore,High School,Married,Home Loan,1
43,42556,25,314,0,81,812237,Private Job,Delhi,Post Graduate,Married,Home Loan,0
59,14773,38,804,0,84,1494960,Private Job,Jaipur,High School,Married,Car Loan,0
49,93495,30,573,1,55,229360,Government Job,Indore,High School,Single,Education Loan,1
51,94574,29,444,0,66,1271839,Private Job,Bhopal,Graduate,Divorced,Home Loan,0
39,25703,19,489,1,38,1005468,Private Job,Delhi,High School,Single,Personal Loan,0
40,43911,21,413,0,62,533605,Private Job,Delhi,Graduate,Married,Home Loan,0
43,35856,20,336,0,32,731522,Private Job,Mumbai,Graduate,Single,Home Loan,0
63,40721,40,614,0,52,1071502,Private Job,Mumbai,High School,Married,Home Loan,0
47,10000,25,847,1,48,73439,Private Job,Delhi,Graduate,Single,Education Loan,1
50,47445,28,791,0,87,1202203,Government Job,Mumbai,Graduate,Married,Home Loan,1
41,48664,18,819,1,43,279778,Self Employed,Jaipur,Graduate,Married,Car Loan,1
64,107393,40,883,0,59,1008629,Private Job,Mumbai,Graduate,Single,Home Loan,1
55,64215,35,391,0,36,1049213,Government Job,Delhi,Post Graduate,Married,Education Loan,1
27,43786,4,592,3,50,734532,Private Job,Indore,Post Graduate,Married,Personal Loan,0
42,66639,20,614,3,16,1334822,Private Job,Bhopal,Graduate,Divorced,Car Loan,0
30,19503,11,775,1,18,1222176,Private Job,Indore,High School,Single,Car Loan,1
43,62293,23,640,0,27,467821,Government Job,Delhi,High School,Single,Education Loan,1
35,40117,13,869,2,42,1421813,Private Job,Mumbai,Graduate,Married,Home Loan,1
50,63813,28,411,2,78,596450,Private Job,Jaipur,Graduate,Single,Education Loan,0
54,73840,35,646,2,25,649452,Private Job,Mumbai,Graduate,Married,Education Loan,1
33,43438,10,844,2,30,68980,Government Job,Mumbai,Post Graduate,Single,Education Loan,1
24,68162,3,568,0,82,524893,Government Job,Mumbai,High School,Married,Education Loan,0
38,39257,20,737,2,56,199341,Private Job,Bhopal,Graduate,Divorced,Personal Loan,1
43,28328,19,707,2,21,1135991,Private Job,Bhopal,High School,Married,Home Loan,1
53,87470,30,793,0,52,1390490,Government Job,Bhopal,High School,Single,Education Loan,1
54,90842,33,734,0,11,65073,Self Employed,Indore,Graduate,Single,Car Loan,1
54,66203,31,718,0,68,1136928,Private Job,Mumbai,Graduate,Married,Education Loan,1
56,83430,35,398,0,29,1103999,Government Job,Indore,High School,Single,Home Loan,1
55,13622,37,749,0,43,764256,Self Employed,Jaipur,Post Graduate,Married,Education Loan,1
37,84650,17,413,0,42,939983,Private Job,Mumbai,High School,Single,Education Loan,0
48,102802,26,643,1,71,76695,Private Job,Bhopal,High School,Single,Education Loan,0
34,78114,14,622,1,68,990949,Private Job,Indore,High School,Single,Home Loan,0
54,56170,36,392,0,63,1021960,Private Job,Delhi,Post Graduate,Single,Home Loan,0
31,19981,13,355,3,64,886647,Private Job,Bhopal,High School,Married,Education Loan,0
33,76305,12,739,2,50,483367,Government Job,Jaipur,Graduate,Single,Home Loan,1
53,76679,33,875,1,66,958571,Government Job,Mumbai,High School,Single,Home Loan,1
22,92756,0,347,0,15,869672,Private Job,Delhi,Graduate,Single,Home Loan,0
54,50289,31,327,1,80,314876,Self Employed,Mumbai,Graduate,Married,Car Loan,0
49,42908,26,838,0,37,1137376,Self Employed,Jaipur,Graduate,Single,Education Loan,1
57,37177,34,803,0,82,679501,Private Job,Indore,High School,Single,Education Loan,0
24,32245,5,804,1,34,860538,Private Job,Indore,Graduate,Married,Education Loan,1
